disease,ingredient,nutrients,is_risky,risk_score,severity
ibs,fruit juice,"{'sugars_100g': 7.118950030624108, 'carbohydrates_100g': 18.16723186379732, 'salt_100g': 1.5889004404948124, 'fat_100g': 25.643964414077796, 'saturated_fat_100g': 3.1680634824736877, 'fiber_100g': 6.943423239229309, 'proteins_100g': 18.070164144389874, 'energy_kcal_100g': 117.65155225983227}",1,80,high
ibs,high-fructose corn syrup,"{'sugars_100g': 72.35090065185832, 'carbohydrates_100g': 65.73233041515886, 'salt_100g': 0.7527688349854931, 'fat_100g': 3.5433599764400956, 'saturated_fat_100g': 0.530117778405029, 'fiber_100g': 1.717929325360902, 'proteins_100g': 0.5469301497635528, 'energy_kcal_100g': 476.4769654335471}",1,80,high
ibs,honey,"{'sugars_100g': 53.95632935681896, 'carbohydrates_100g': 91.91383641578925, 'salt_100g': 0.01617335633249617, 'fat_100g': 2.1990326823853454, 'saturated_fat_100g': 0.2852017558094171, 'fiber_100g': 1.039898823494749, 'proteins_100g': 0.8718294540086036, 'energy_kcal_100g': 328.5017630080601}",1,80,high
ibs,agave,"{'sugars_100g': 16.202670935683095, 'carbohydrates_100g': 30.232286068754878, 'salt_100g': 0.5624615136108326, 'fat_100g': 12.22456505450298, 'saturated_fat_100g': 2.1347296994406606, 'fiber_100g': 9.556066996308015, 'proteins_100g': 22.63367453878482, 'energy_kcal_100g': 364.3500841537447}",1,80,high
ibs,milk,"{'sugars_100g': 15.765751380892848, 'carbohydrates_100g': 44.16423498562681, 'salt_100g': 1.585816196691943, 'fat_100g': 2.9374285810382252, 'saturated_fat_100g': 9.13958398519669, 'fiber_100g': 0.2683127288082998, 'proteins_100g': 0.47536853484728026, 'energy_kcal_100g': 223.55475907878244}",1,80,high
ibs,soft cheeses,"{'sugars_100g': 7.766366559244342, 'carbohydrates_100g': 21.413670413113742, 'salt_100g': 0.1721769991827946, 'fat_100g': 8.582346139226958, 'saturated_fat_100g': 9.236101969953038, 'fiber_100g': 1.3896616167455467, 'proteins_100g': 7.761872681250688, 'energy_kcal_100g': 319.41290785184316}",1,80,high
ibs,yogurt,"{'sugars_100g': 18.25392775322798, 'carbohydrates_100g': 15.679684145958664, 'salt_100g': 0.8134400617727118, 'fat_100g': 8.814138319910334, 'saturated_fat_100g': 2.982911070663005, 'fiber_100g': 0.26917518668272744, 'proteins_100g': 4.631607204535198, 'energy_kcal_100g': 94.07608391924035}",1,80,high
ibs,rye,"{'sugars_100g': 11.167278737894822, 'carbohydrates_100g': 39.36953484258339, 'salt_100g': 0.24403465687010328, 'fat_100g': 6.129914990401324, 'saturated_fat_100g': 4.049998589859363, 'fiber_100g': 8.638260175613947, 'proteins_100g': 3.8405232793194823, 'energy_kcal_100g': 271.5518073792806}",1,80,high
ibs,barley,"{'sugars_100g': 17.35930411254835, 'carbohydrates_100g': 47.692679565734856, 'salt_100g': 0.838197401452746, 'fat_100g': 11.592141577045872, 'saturated_fat_100g': 2.0016784164439794, 'fiber_100g': 8.5506282852052, 'proteins_100g': 10.956030755046754, 'energy_kcal_100g': 339.7687437471096}",1,80,high
ibs,cashews,"{'sugars_100g': 7.537749457819258, 'carbohydrates_100g': 21.385162358613076, 'salt_100g': 1.2362303066910154, 'fat_100g': 25.5603454704598, 'saturated_fat_100g': 3.3264335491304786, 'fiber_100g': 3.132705788037864, 'proteins_100g': 29.360695312774986, 'energy_kcal_100g': 265.4264840239781}",1,80,high
ibs,pistachios,"{'sugars_100g': 2.00899183139833, 'carbohydrates_100g': 13.866804012948721, 'salt_100g': 0.2589069316310173, 'fat_100g': 8.400413227872441, 'saturated_fat_100g': 4.333635915750453, 'fiber_100g': 2.543650834716119, 'proteins_100g': 7.832097033533785, 'energy_kcal_100g': 386.91431188656196}",1,80,high
ibs,chickpeas,"{'sugars_100g': 17.44085230756977, 'carbohydrates_100g': 34.31478714254999, 'salt_100g': 1.8956668767099447, 'fat_100g': 20.843843257836443, 'saturated_fat_100g': 1.6597343598458403, 'fiber_100g': 2.604601693660684, 'proteins_100g': 28.00041717780262, 'energy_kcal_100g': 299.3730275438237}",1,80,high
ibs,soybeans,"{'sugars_100g': 18.378480969291395, 'carbohydrates_100g': 14.863355341768822, 'salt_100g': 1.9705510918559024, 'fat_100g': 26.090611677896796, 'saturated_fat_100g': 1.3989000594096557, 'fiber_100g': 3.422160780632535, 'proteins_100g': 24.756711363691352, 'energy_kcal_100g': 245.13928154098602}",1,80,high
ibs,inulin,"{'sugars_100g': 17.56950355944995, 'carbohydrates_100g': 44.37579535658292, 'salt_100g': 1.328660308379309, 'fat_100g': 11.97350662151855, 'saturated_fat_100g': 1.2502893224618883, 'fiber_100g': 8.058498061327937, 'proteins_100g': 21.43764506190685, 'energy_kcal_100g': 106.72629488605253}",1,80,high
ibs,fructo-oligosaccharides (fos),"{'sugars_100g': 18.781873493606327, 'carbohydrates_100g': 14.532610834256678, 'salt_100g': 1.1479685505657675, 'fat_100g': 25.28909892535462, 'saturated_fat_100g': 8.46682029870146, 'fiber_100g': 1.2091318257719252, 'proteins_100g': 16.31276792892181, 'energy_kcal_100g': 351.227205031326}",1,80,high
ibs,mannitol,"{'sugars_100g': 3.0569458366205793, 'carbohydrates_100g': 45.16187696524268, 'salt_100g': 0.6902773381643721, 'fat_100g': 22.02117955103645, 'saturated_fat_100g': 0.023083644523758107, 'fiber_100g': 1.414094368517128, 'proteins_100g': 19.98740729136928, 'energy_kcal_100g': 309.06439652759644}",1,80,high
ibs,sorbitol,"{'sugars_100g': 13.331806625709827, 'carbohydrates_100g': 23.364915217747168, 'salt_100g': 1.866304758506075, 'fat_100g': 3.342617120919271, 'saturated_fat_100g': 5.489451685633105, 'fiber_100g': 8.62278607868562, 'proteins_100g': 20.16223017322983, 'energy_kcal_100g': 217.58312307518048}",1,80,high
ibs,xylitol,"{'sugars_100g': 1.4680700997946694, 'carbohydrates_100g': 20.385125741377433, 'salt_100g': 0.4197182712551075, 'fat_100g': 5.48773419815693, 'saturated_fat_100g': 6.356259557535067, 'fiber_100g': 4.105607129540946, 'proteins_100g': 8.233896656460766, 'energy_kcal_100g': 222.04377911170985}",1,80,high
ibs,isomalt,"{'sugars_100g': 13.010144487333278, 'carbohydrates_100g': 26.064811401494268, 'salt_100g': 0.5002331207981403, 'fat_100g': 29.338238531893765, 'saturated_fat_100g': 4.233359728729163, 'fiber_100g': 5.256920539775944, 'proteins_100g': 13.666345536975006, 'energy_kcal_100g': 52.13098589253708}",1,80,high
ibs,dairy,"{'sugars_100g': 9.08785343284314, 'carbohydrates_100g': 42.36441668878432, 'salt_100g': 1.0706502480914222, 'fat_100g': 28.36894919870635, 'saturated_fat_100g': 7.745493846337576, 'fiber_100g': 2.0429715512343973, 'proteins_100g': 21.4819015008141, 'energy_kcal_100g': 308.36601048823167}",1,60,medium
ibs,caffeine,"{'sugars_100g': 0.8942746478767272, 'carbohydrates_100g': 10.601095673573804, 'salt_100g': 1.5265189505699353, 'fat_100g': 11.046980399479718, 'saturated_fat_100g': 2.9512338477007938, 'fiber_100g': 3.310304717915412, 'proteins_100g': 14.728920089841873, 'energy_kcal_100g': 121.32530054954273}",1,60,medium
ibs,artificial sweeteners,"{'sugars_100g': 1.551181035679865, 'carbohydrates_100g': 34.8443053544706, 'salt_100g': 1.7052360159417523, 'fat_100g': 7.305994862893405, 'saturated_fat_100g': 1.987898134094691, 'fiber_100g': 6.9804610662378686, 'proteins_100g': 26.619056671217866, 'energy_kcal_100g': 307.44436157354966}",1,60,medium
ibs,"cruciferous vegetables (broccoli, cabbage)","{'sugars_100g': 11.800237359372607, 'carbohydrates_100g': 37.403675576614575, 'salt_100g': 1.8256884376141986, 'fat_100g': 18.629660788593213, 'saturated_fat_100g': 2.3305861182044527, 'fiber_100g': 7.509416953138023, 'proteins_100g': 12.267022352973067, 'energy_kcal_100g': 81.99333855204516}",1,60,medium
ibs,bell peppers,"{'sugars_100g': 4.9069823491586995, 'carbohydrates_100g': 56.140085514026694, 'salt_100g': 1.2115721414356166, 'fat_100g': 18.677886397587493, 'saturated_fat_100g': 2.532878867423131, 'fiber_100g': 8.885996540808069, 'proteins_100g': 18.535087909543144, 'energy_kcal_100g': 318.9148056065595}",1,60,medium
ibs,celery,"{'sugars_100g': 15.16393249303501, 'carbohydrates_100g': 28.611812692846442, 'salt_100g': 1.4672817325242293, 'fat_100g': 2.1163493898921146, 'saturated_fat_100g': 5.529401195190039, 'fiber_100g': 0.05135735470309766, 'proteins_100g': 28.450226372567013, 'energy_kcal_100g': 283.29865644089136}",1,60,medium
ibs,corn,"{'sugars_100g': 13.357984248351887, 'carbohydrates_100g': 48.66467357040183, 'salt_100g': 1.6643369103274321, 'fat_100g': 1.6579470172164534, 'saturated_fat_100g': 1.0831453036172412, 'fiber_100g': 3.777238597581877, 'proteins_100g': 22.87197550795859, 'energy_kcal_100g': 356.66122394598926}",1,60,medium
ibs,cherries,"{'sugars_100g': 18.737933232047197, 'carbohydrates_100g': 45.81270148595883, 'salt_100g': 1.4166842017706813, 'fat_100g': 21.678382644055368, 'saturated_fat_100g': 9.133342168710836, 'fiber_100g': 2.9143965752611942, 'proteins_100g': 1.6240949419543427, 'energy_kcal_100g': 190.20640974585885}",1,60,medium
ibs,nectarines,"{'sugars_100g': 5.273756578162619, 'carbohydrates_100g': 26.487466453086046, 'salt_100g': 1.6903107301536315, 'fat_100g': 19.499231389553657, 'saturated_fat_100g': 4.370844356756467, 'fiber_100g': 1.617928310996276, 'proteins_100g': 19.08471059100108, 'energy_kcal_100g': 273.54373720791364}",1,60,medium
ibs,apricots,"{'sugars_100g': 10.330270753856778, 'carbohydrates_100g': 21.677600965478966, 'salt_100g': 1.6558876885748615, 'fat_100g': 11.089967113989958, 'saturated_fat_100g': 9.685134886516586, 'fiber_100g': 7.6093455314261425, 'proteins_100g': 12.719132842911229, 'energy_kcal_100g': 193.5463876857155}",1,60,medium
ibs,blackberries,"{'sugars_100g': 12.147731786716328, 'carbohydrates_100g': 27.24125116629147, 'salt_100g': 1.9644822029667899, 'fat_100g': 26.31937058019642, 'saturated_fat_100g': 2.8705509468854498, 'fiber_100g': 7.727614898904366, 'proteins_100g': 11.361402826324982, 'energy_kcal_100g': 195.29032314711694}",1,60,medium
ibs,coconut milk (canned),"{'sugars_100g': 8.788921810765908, 'carbohydrates_100g': 52.68418953873853, 'salt_100g': 0.8701208836601819, 'fat_100g': 12.85495024385925, 'saturated_fat_100g': 5.504492276432076, 'fiber_100g': 7.776710670578021, 'proteins_100g': 12.530488976576859, 'energy_kcal_100g': 309.18124922449243}",1,60,medium
ibs,cottage cheese,"{'sugars_100g': 12.180928203149806, 'carbohydrates_100g': 58.702889065075446, 'salt_100g': 0.6072090178833653, 'fat_100g': 10.299499808077353, 'saturated_fat_100g': 2.057426331485842, 'fiber_100g': 2.257303564414287, 'proteins_100g': 4.007101609718018, 'energy_kcal_100g': 55.08833965475119}",1,60,medium
ibs,ricotta,"{'sugars_100g': 10.817484308462152, 'carbohydrates_100g': 37.53847474766887, 'salt_100g': 0.7732813213045799, 'fat_100g': 11.74552341829376, 'saturated_fat_100g': 9.66440164763779, 'fiber_100g': 7.617804217345432, 'proteins_100g': 13.09617698466844, 'energy_kcal_100g': 259.3514140187194}",1,60,medium
ibs,coffee,"{'sugars_100g': 14.393727557851381, 'carbohydrates_100g': 19.560192328069697, 'salt_100g': 0.7613530825208639, 'fat_100g': 11.879829896780887, 'saturated_fat_100g': 2.3340732685615126, 'fiber_100g': 0.6643302670129547, 'proteins_100g': 13.375946205353701, 'energy_kcal_100g': 225.51504609380308}",1,60,medium
ibs,black tea,"{'sugars_100g': 12.83875190238108, 'carbohydrates_100g': 36.14886204788587, 'salt_100g': 0.9421712994326747, 'fat_100g': 7.940358440584079, 'saturated_fat_100g': 4.898959004323565, 'fiber_100g': 3.550921147400307, 'proteins_100g': 24.76419279468224, 'energy_kcal_100g': 137.71233616392618}",1,60,medium
ibs,cola,"{'sugars_100g': 15.59530840814932, 'carbohydrates_100g': 58.1049376990877, 'salt_100g': 1.466349873768175, 'fat_100g': 5.919459864839583, 'saturated_fat_100g': 4.494024122447014, 'fiber_100g': 7.2434655066958245, 'proteins_100g': 12.209721427516767, 'energy_kcal_100g': 144.28929303762231}",1,60,medium
ibs,aspartame,"{'sugars_100g': 9.134291745753027, 'carbohydrates_100g': 31.69919689814706, 'salt_100g': 0.09591656479697708, 'fat_100g': 18.866735757101523, 'saturated_fat_100g': 2.402491195877854, 'fiber_100g': 1.6426720374088277, 'proteins_100g': 14.984413694392787, 'energy_kcal_100g': 87.42110435092559}",1,60,medium
ibs,saccharin,"{'sugars_100g': 4.260657976784494, 'carbohydrates_100g': 31.12281192013955, 'salt_100g': 0.655534585020008, 'fat_100g': 16.011236863692975, 'saturated_fat_100g': 8.253637850686209, 'fiber_100g': 0.7308354290996522, 'proteins_100g': 23.468483998901238, 'energy_kcal_100g': 80.23267800953175}",1,60,medium
ibs,sucralose,"{'sugars_100g': 5.534885535224097, 'carbohydrates_100g': 15.549032270477372, 'salt_100g': 0.9219784982008945, 'fat_100g': 19.464137779387176, 'saturated_fat_100g': 3.2096341762689473, 'fiber_100g': 9.369819020151265, 'proteins_100g': 20.91184021910931, 'energy_kcal_100g': 330.5123100251396}",1,60,medium
ibs,spicy foods,"{'sugars_100g': 10.512438075082514, 'carbohydrates_100g': 26.623930324363517, 'salt_100g': 1.212365475626134, 'fat_100g': 8.716719484645521, 'saturated_fat_100g': 2.49885385638854, 'fiber_100g': 7.186871985819759, 'proteins_100g': 15.216613783813205, 'energy_kcal_100g': 139.1561681670097}",1,60,medium
ibs,fatty foods,"{'sugars_100g': 1.34454600335293, 'carbohydrates_100g': 1.4808522023184278, 'salt_100g': 1.6882991191975445, 'fat_100g': 92.97159994410245, 'saturated_fat_100g': 50.426167897981394, 'fiber_100g': 0.6883021815428685, 'proteins_100g': 1.1435519891615924, 'energy_kcal_100g': 848.4803825945626}",1,60,medium
ibs,fried foods,"{'sugars_100g': 1.772072463482135, 'carbohydrates_100g': 25.900976033821923, 'salt_100g': 0.2538586325916412, 'fat_100g': 14.983219804919422, 'saturated_fat_100g': 7.077572694717032, 'fiber_100g': 1.8718145917628437, 'proteins_100g': 28.159128325607412, 'energy_kcal_100g': 231.8288202794547}",1,60,medium
ibs,processed foods,"{'sugars_100g': 18.85607617498532, 'carbohydrates_100g': 28.76551941896057, 'salt_100g': 0.6482041729790406, 'fat_100g': 27.7854328844638, 'saturated_fat_100g': 4.3532141685244135, 'fiber_100g': 2.970796799615548, 'proteins_100g': 2.381656015711701, 'energy_kcal_100g': 154.54506240985725}",1,60,medium
ibs,gluten,"{'sugars_100g': 12.860993112844659, 'carbohydrates_100g': 56.90941088045, 'salt_100g': 1.8250227886691415, 'fat_100g': 25.054760446748336, 'saturated_fat_100g': 5.195010483377195, 'fiber_100g': 5.663101701042445, 'proteins_100g': 4.738751854560228, 'energy_kcal_100g': 84.35457444343466}",1,40,low
ibs,fructose,"{'sugars_100g': 12.675529413436028, 'carbohydrates_100g': 47.484618638900955, 'salt_100g': 0.1770036342321355, 'fat_100g': 1.0946463429771291, 'saturated_fat_100g': 8.894786472084325, 'fiber_100g': 6.989694591174571, 'proteins_100g': 18.027675286393936, 'energy_kcal_100g': 382.1051333753253}",1,40,low
ibs,wheat-based products,"{'sugars_100g': 1.7819788322900498, 'carbohydrates_100g': 43.1882634156191, 'salt_100g': 1.9119917114344236, 'fat_100g': 0.8737684233021459, 'saturated_fat_100g': 4.480219701771816, 'fiber_100g': 5.4319603345106575, 'proteins_100g': 29.606582925952665, 'energy_kcal_100g': 251.23996893919588}",1,40,low
ibs,high-fructose fruits,"{'sugars_100g': 16.456298193143432, 'carbohydrates_100g': 23.080934946861294, 'salt_100g': 1.3693923209050844, 'fat_100g': 25.702218750555716, 'saturated_fat_100g': 9.037539225802528, 'fiber_100g': 3.2954932319822383, 'proteins_100g': 8.100978928782922, 'energy_kcal_100g': 159.74230823032633}",1,40,low
ibs,some sweeteners,"{'sugars_100g': 10.715652337875142, 'carbohydrates_100g': 15.441739758505065, 'salt_100g': 1.0043896841312554, 'fat_100g': 3.4138089127235984, 'saturated_fat_100g': 8.937794762065334, 'fiber_100g': 1.4836361224549566, 'proteins_100g': 26.071847241624667, 'energy_kcal_100g': 369.7878552443408}",1,40,low
ibs,low-fodmap foods,"{'sugars_100g': 10.978598052577455, 'carbohydrates_100g': 25.408050577028966, 'salt_100g': 1.8911234928830543, 'fat_100g': 12.448401787944782, 'saturated_fat_100g': 7.94229450401224, 'fiber_100g': 9.463250257316218, 'proteins_100g': 15.355364129616007, 'energy_kcal_100g': 392.4728689076779}",0,10,safe
ibs,peppermint oil,"{'sugars_100g': 0.1630875815300964, 'carbohydrates_100g': 0.4768689102918, 'salt_100g': 1.7401457616625742, 'fat_100g': 12.774451583194356, 'saturated_fat_100g': 9.300324312248721, 'fiber_100g': 0.20430840233634728, 'proteins_100g': 1.8983687665098907, 'energy_kcal_100g': 896.0629501573884}",0,10,safe
ibs,fiber,"{'sugars_100g': 8.229834247070437, 'carbohydrates_100g': 55.0879324483061, 'salt_100g': 1.4851406977946875, 'fat_100g': 13.165032119298699, 'saturated_fat_100g': 9.821756875181762, 'fiber_100g': 9.090446217656638, 'proteins_100g': 16.206852088652, 'energy_kcal_100g': 195.22317548208403}",0,10,safe
ibs,ginger,"{'sugars_100g': 3.604876129944845, 'carbohydrates_100g': 48.04329771138843, 'salt_100g': 1.4459627961691708, 'fat_100g': 13.067777419951245, 'saturated_fat_100g': 2.247642157031321, 'fiber_100g': 6.724930267080033, 'proteins_100g': 15.542366109666423, 'energy_kcal_100g': 382.1785040542306}",0,10,safe
ibs,turmeric,"{'sugars_100g': 7.765772841788499, 'carbohydrates_100g': 27.698025419779068, 'salt_100g': 0.7260050415744079, 'fat_100g': 23.28815643027856, 'saturated_fat_100g': 1.9289610671892898, 'fiber_100g': 7.798258863235123, 'proteins_100g': 0.5733241589678051, 'energy_kcal_100g': 61.61448553840364}",0,10,safe
ibs,fennel seeds,"{'sugars_100g': 18.294897843065492, 'carbohydrates_100g': 36.20816378501817, 'salt_100g': 1.425957539728367, 'fat_100g': 20.580261657413384, 'saturated_fat_100g': 2.556815331651736, 'fiber_100g': 1.1878291437235822, 'proteins_100g': 20.717696032548627, 'energy_kcal_100g': 337.6671309751199}",0,10,safe
ibs,chamomile,"{'sugars_100g': 6.039731029004683, 'carbohydrates_100g': 29.83417794786216, 'salt_100g': 0.42725834605401514, 'fat_100g': 27.114976987797554, 'saturated_fat_100g': 8.675491038429023, 'fiber_100g': 0.6370260423409169, 'proteins_100g': 10.173450504413692, 'energy_kcal_100g': 81.80959667065966}",0,10,safe
ibs,bananas (ripe),"{'sugars_100g': 13.750002355288496, 'carbohydrates_100g': 45.11854348434881, 'salt_100g': 0.545145603003639, 'fat_100g': 27.48066405980816, 'saturated_fat_100g': 0.12980329710999272, 'fiber_100g': 9.722314886081158, 'proteins_100g': 29.533542645343143, 'energy_kcal_100g': 349.01646779212757}",0,10,safe
ibs,blueberries,"{'sugars_100g': 8.652978192105007, 'carbohydrates_100g': 14.70512986911043, 'salt_100g': 1.9305506318102141, 'fat_100g': 14.901025028071976, 'saturated_fat_100g': 4.955796873050567, 'fiber_100g': 0.792346018382557, 'proteins_100g': 13.553715759325739, 'energy_kcal_100g': 168.39606948100686}",0,10,safe
ibs,strawberries,"{'sugars_100g': 12.09892873050952, 'carbohydrates_100g': 13.070800466692653, 'salt_100g': 1.786777344918859, 'fat_100g': 23.377233385219682, 'saturated_fat_100g': 9.695980315842723, 'fiber_100g': 8.365309728849553, 'proteins_100g': 6.563425039583459, 'energy_kcal_100g': 252.92809102898326}",0,10,safe
ibs,oranges,"{'sugars_100g': 2.8573881258727085, 'carbohydrates_100g': 43.883355831478184, 'salt_100g': 1.991944317645125, 'fat_100g': 22.529190593214835, 'saturated_fat_100g': 4.698437831841856, 'fiber_100g': 2.7299676837974998, 'proteins_100g': 10.690533222612176, 'energy_kcal_100g': 387.8427670586958}",0,10,safe
ibs,grapes,"{'sugars_100g': 3.8083959412539836, 'carbohydrates_100g': 48.99589694503457, 'salt_100g': 0.43301671193314406, 'fat_100g': 9.044634300172307, 'saturated_fat_100g': 8.945928111572877, 'fiber_100g': 0.9233234312799721, 'proteins_100g': 24.98805702638139, 'energy_kcal_100g': 313.6957596578005}",0,10,safe
ibs,carrots,"{'sugars_100g': 5.824760349831724, 'carbohydrates_100g': 48.092259521934764, 'salt_100g': 0.9938086722681514, 'fat_100g': 0.18769894618315686, 'saturated_fat_100g': 0.39185847060454915, 'fiber_100g': 8.461119280180942, 'proteins_100g': 19.691193829857053, 'energy_kcal_100g': 369.89112324115143}",0,10,safe
ibs,cucumbers,"{'sugars_100g': 11.570540273616217, 'carbohydrates_100g': 39.536152220436186, 'salt_100g': 1.3313130078927764, 'fat_100g': 0.9811727661663916, 'saturated_fat_100g': 4.141236870742632, 'fiber_100g': 0.8275925092158465, 'proteins_100g': 12.85593801222334, 'energy_kcal_100g': 152.36703636321909}",0,10,safe
ibs,lettuce,"{'sugars_100g': 18.13623015592739, 'carbohydrates_100g': 36.03930150273018, 'salt_100g': 0.25883795121344266, 'fat_100g': 21.736162845164277, 'saturated_fat_100g': 0.6658688020143055, 'fiber_100g': 5.1380585361133155, 'proteins_100g': 14.39101264309976, 'energy_kcal_100g': 130.47816486771632}",0,10,safe
ibs,potatoes,"{'sugars_100g': 9.87304577405766, 'carbohydrates_100g': 42.077267991388005, 'salt_100g': 0.3633236797346491, 'fat_100g': 9.670083314329972, 'saturated_fat_100g': 2.548635589286503, 'fiber_100g': 8.391590919396902, 'proteins_100g': 21.666289713259943, 'energy_kcal_100g': 340.66941891026033}",0,10,safe
ibs,zucchini,"{'sugars_100g': 17.804492989973028, 'carbohydrates_100g': 38.31568941563684, 'salt_100g': 0.7591832929794244, 'fat_100g': 7.243832249341571, 'saturated_fat_100g': 9.993063667381074, 'fiber_100g': 1.9689011990967087, 'proteins_100g': 9.096638308288133, 'energy_kcal_100g': 271.6151246807449}",0,10,safe
ibs,oats,"{'sugars_100g': 11.50001859212173, 'carbohydrates_100g': 31.820431085030727, 'salt_100g': 1.2705569043444869, 'fat_100g': 13.086156725477407, 'saturated_fat_100g': 6.670457668152741, 'fiber_100g': 3.3346372331789755, 'proteins_100g': 7.941685341613641, 'energy_kcal_100g': 266.09490750699194}",0,10,safe
ibs,quinoa,"{'sugars_100g': 17.286334815966814, 'carbohydrates_100g': 39.426676933513974, 'salt_100g': 0.6663461475152725, 'fat_100g': 24.021939894784065, 'saturated_fat_100g': 6.465170777538505, 'fiber_100g': 4.574488525712001, 'proteins_100g': 21.104157847077627, 'energy_kcal_100g': 86.9724366430996}",0,10,safe
ibs,rice,"{'sugars_100g': 14.595053336586423, 'carbohydrates_100g': 46.712248019906134, 'salt_100g': 0.7878845690019287, 'fat_100g': 29.35588053565189, 'saturated_fat_100g': 6.541961642348765, 'fiber_100g': 2.469936343199209, 'proteins_100g': 15.80639817316195, 'energy_kcal_100g': 252.2075628007968}",0,10,safe
ibs,eggs,"{'sugars_100g': 8.813593791650835, 'carbohydrates_100g': 12.229757287303219, 'salt_100g': 1.4090812429079156, 'fat_100g': 23.523401762878418, 'saturated_fat_100g': 4.060514528891975, 'fiber_100g': 9.473896140781056, 'proteins_100g': 8.20228849743408, 'energy_kcal_100g': 374.62033231219493}",0,10,safe
ibs,tofu,"{'sugars_100g': 18.434002593080287, 'carbohydrates_100g': 12.361135483830363, 'salt_100g': 1.775574331099418, 'fat_100g': 18.39687713043172, 'saturated_fat_100g': 9.916192725790777, 'fiber_100g': 3.62207219393707, 'proteins_100g': 1.8106466471487215, 'energy_kcal_100g': 141.04891770019367}",0,10,safe
ibs,tempeh,"{'sugars_100g': 7.763256191018972, 'carbohydrates_100g': 25.060993961856223, 'salt_100g': 0.06831087344088371, 'fat_100g': 6.965853239410505, 'saturated_fat_100g': 0.07195088974351616, 'fiber_100g': 5.475396903768889, 'proteins_100g': 13.811544646502886, 'energy_kcal_100g': 305.1462854711349}",0,10,safe
ibs,lean meats,"{'sugars_100g': 14.507815392296592, 'carbohydrates_100g': 40.43363468475377, 'salt_100g': 1.9866387561827583, 'fat_100g': 23.078166932768973, 'saturated_fat_100g': 0.1634547771043815, 'fiber_100g': 8.476031143767424, 'proteins_100g': 28.736032162934244, 'energy_kcal_100g': 386.06330298224935}",0,10,safe
ibs,fish,"{'sugars_100g': 3.3155824850356286, 'carbohydrates_100g': 14.589088503427346, 'salt_100g': 1.5587929332048605, 'fat_100g': 3.065457834584909, 'saturated_fat_100g': 6.054817049380901, 'fiber_100g': 4.860175191770233, 'proteins_100g': 9.46017211535322, 'energy_kcal_100g': 387.81725134989523}",0,10,safe
ibs,lactose-free dairy,"{'sugars_100g': 3.6940525706582505, 'carbohydrates_100g': 55.115830838794466, 'salt_100g': 0.36028202657000374, 'fat_100g': 19.807932851695398, 'saturated_fat_100g': 3.432625332189365, 'fiber_100g': 0.7956925637212908, 'proteins_100g': 28.434553481163842, 'energy_kcal_100g': 165.5181389838655}",0,10,safe
ibs,almond milk,"{'sugars_100g': 17.228528034425626, 'carbohydrates_100g': 21.91054904726306, 'salt_100g': 0.7668828534109164, 'fat_100g': 18.7619469971143, 'saturated_fat_100g': 4.537674763557441, 'fiber_100g': 5.774599452985486, 'proteins_100g': 18.953566668273083, 'energy_kcal_100g': 376.1985781670016}",0,10,safe
ibs,probiotics (specific strains),"{'sugars_100g': 4.576320449363152, 'carbohydrates_100g': 55.47202551041592, 'salt_100g': 1.5031164320835773, 'fat_100g': 23.287826963520605, 'saturated_fat_100g': 1.922521487911012, 'fiber_100g': 5.964376260691264, 'proteins_100g': 16.248483563496755, 'energy_kcal_100g': 125.74144586837158}",0,10,safe
ibs,psyllium husk,"{'sugars_100g': 3.614286420027293, 'carbohydrates_100g': 18.35945108729817, 'salt_100g': 1.8024795297909264, 'fat_100g': 15.123197738686448, 'saturated_fat_100g': 8.395482576228968, 'fiber_100g': 0.6904728203929811, 'proteins_100g': 11.912704931401946, 'energy_kcal_100g': 383.7295093806981}",0,10,safe
ibs,adequate hydration,"{'sugars_100g': 5.103691477791403, 'carbohydrates_100g': 21.474154675648748, 'salt_100g': 0.3822338929306097, 'fat_100g': 22.482355074601628, 'saturated_fat_100g': 0.008669848828690707, 'fiber_100g': 6.909780129262898, 'proteins_100g': 3.2752612048184373, 'energy_kcal_100g': 250.0072634472649}",0,10,safe
kidney_disease,potassium,"{'sugars_100g': 17.93291119204644, 'carbohydrates_100g': 49.435107549226466, 'salt_100g': 0.24202752414115003, 'fat_100g': 28.994951509005165, 'saturated_fat_100g': 4.729008046779061, 'fiber_100g': 3.901602050517976, 'proteins_100g': 6.855010168568545, 'energy_kcal_100g': 247.42054029788238}",1,80,high
kidney_disease,phosphorus,"{'sugars_100g': 4.314560015848475, 'carbohydrates_100g': 11.478827439376158, 'salt_100g': 1.7528672852028264, 'fat_100g': 5.267383138228703, 'saturated_fat_100g': 8.627591417148036, 'fiber_100g': 5.909025772112912, 'proteins_100g': 28.41896236873789, 'energy_kcal_100g': 82.10254940939558}",1,80,high
kidney_disease,sodium,"{'sugars_100g': 4.843196322962525, 'carbohydrates_100g': 7.250312504188714, 'salt_100g': 67.11610506727945, 'fat_100g': 4.542580433995113, 'saturated_fat_100g': 0.9344514837522281, 'fiber_100g': 1.839839429113877, 'proteins_100g': 0.7049398105406026, 'energy_kcal_100g': 75.69526804527568}",1,80,high
